MarMam observation ID num	MarMam individual ID num PK	Animal ID	Vernacular name	Date event observed	Date event observed confidence	Date event reported	Observation type	Gear type	Latitude 	Longitude 	Coordiante Capture method 	Location 	Area descriptor	NZ Regions	Physical population	General description of conditions	Description	Event remarks 	Platform	DOC response	Agency notified	DNA test results Haplotype	sex	Age class	Length cm	Suspected primary cause of death	Necropsy status	Necropsy results	Necropsy results details	Result confidence (for human-related cause of death only)
1106	191	9580	Hector's dolphin	15/09/93 0:00	Actual	1993-09-15	Beachcast (dead on shore)	Unknown	-43.4312	172.7142	Estimated location	"Spencerville Beach, Christchurch"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Net marked carcass.  MONZ COMMENTS:  'DOLPHIN FOUND WASHED ASHORE ON SPENCERVILLE BEACH SHOWED DEFINITE MARKS ON FLIPPERS, FIN AND FLUKE AND BLEEDING FROM MARKS AT EDGES OF MOUTH SIGN OF NET ENTANGLEMENT"	Not required	Land	Post mortem	Unknown		Male	Adult	118	Sent for necropsy	Complete	Entanglement	"Cuts on leading edge of both pectorals, flukes, and section of dorsal fin. net mark around snout and lower jaw. "	Possible
1107	192		Hector's dolphin	16/10/93 0:00	Actual	1993-10-16	Beachcast (dead on shore)	Unknown	-43.2394	170.1251	Estimated location	Three Mile Lagoon	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Head sent to Otago for necropsy.  MONZ COMMENTS: 'FOUND WASHED UP ON BEACH AT THREE MILE LAGOON, OKARITO S.F. SMALL CRISS CROSS MARKS ON DORSAL FIN AND BACK. STORMY WEATHER DURING PREVIOUS WEEK."	Not required	Land	Post mortem	Unknown		Male	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Unknown
1108	193		Hector's dolphin	28/10/93 0:00	Actual	1993-10-28	Historic mortality - type unknown	Unknown	-43.2218	170.1574	Estimated location	Okarito	CEP-Other (South Island)	West Coast	WCSI	Unknown	Head sent for necropsy	Not required	Land	Post mortem	Unknown		Unknown	Adult		Unknown	Pending	Unknown		Unknown
1109			Hector's dolphin	1/12/93 0:00	Actual	1/12/93	Entangled - caught in gear (live and released)	Unknown set net	-42.8573	173.3116	Estimated location	"Gore Bay, North Canterbury"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Mother & calf caught in net - Cut free by DoC Officer	Not required	Platform not specified	Release alive	Unknown			Adult						
1109			Hector's dolphin	1/12/93 0:00	Actual	1/12/93	Entangled - caught in gear (live and released)	Unknown set net	-42.8573	173.3116	Estimated location	"Gore Bay, North Canterbury"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Mother & calf caught in net - Cut free by DoC Officer	Not required	Platform not specified	Release alive	Unknown			Juvenile						
1111	194		Hector's dolphin	15/12/93 0:00	Actual	1993-12-15	Beachcast (dead on shore)	Not Applicable	-44.4432	171.2616	Estimated location	"Jack's Point, Timaru"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Beachcast carcass with no net marks	Not required	Land	Confirm species ID	Unknown		Male	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1112	195	9581	Hector's dolphin	21/01/94 0:00	Actual	1994-01-21	Unknown	Unknown	-44.389	171.2489	Estimated location	"Caroline Bay, Timaru"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Net marked carcass (Necropsied)	maybe dated 21/4/94 in monz database?	Land	Post mortem	Unknown		Female	Adult	114	Sent for necropsy	Complete	Entanglement	"Clear net marks around throat and snout, clear cuts on leading edge of flippers (both), including one around right flipper on inside. Cuts present on dorsal fin and tail flukes. "	Possible
1113	196		Hector's dolphin	25/01/94 0:00	Actual	1994-01-25	Dead sighting at sea	Not Applicable	-44.3903	171.2581	Estimated location	Timaru Harbour	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Decomposing carcass. Monz comments:  FLOATING IN VIVINITY OFTIMARU YACHT CLUB. FLOATING FOR SOME TIME. FLESH WORN OFF SNOUT, SKIN STARTING TO SLOUGH OFF"	Not required	Land	Confirm species ID	Unknown		Male	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1114	197		Hector's dolphin	31/01/94 0:00	Actual	1994-01-31	Historic mortality - type unknown	Unknown	-44.3903	171.2581	Estimated location	Timaru Harbour	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Decomposing carcass 	Not required	Land	Basic data record	Unknown		Male	Adult	118	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1115	198		Hector's dolphin	7/02/94 0:00	Actual	1994-02-07	Historic mortality - type unknown	Unknown	-43.5235	172.7387	Estimated location	New Brighton	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Decomposing carcass with long knife slits	Not required	Land	Confirm species ID	Unknown		Unknown	Adult		Other human induced	Not applicable	Not applicable	Not applicable	Not applicable
1116	199		Hector's dolphin	23/02/94 0:00	Actual	1994-02-23	Historic mortality - type unknown	Unknown	-41.6003	171.8779	Estimated location	Hector	CEP-Other (South Island)	West Coast	WCSI	Unknown	Buried	Not required	Platform not specified	Buried	Unknown		Male	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1117	200	"96102
"	Hector's dolphin	16/03/94 0:00	Actual	1994-03-16	Entangled - caught in gear (dead)	Commercial set net	-42.20993	173.8733	Estimated location	"Waipapa Bay, Kaikoura"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Net marked. Monz comments: REPORTED BY COMMERCIAL FISHERMAN NET MARKS ON. HELD FOR NECROPSY	"Self-reported (fisher reported). alternate code = CETOS 9474, reported by Otago Uni. supsect this is alternate code = CETOS 9475, in UoA db as 17/Aug/94"	Commercial fishing vessel	Post mortem	Unknown	C	Male	Adult	124	Sent for necropsy	Complete	Entanglement	"clear net marks around head crossing laterally at level of eat on RHS, multiple marks from individual fibres (around throat also). Deep cuts present in tailstock and fresh nick in dorsal fin. Fresh fine cuts in tail flukes. A fresh cut in leading edge of R pectoral (L pec unmarked). Knife cut in throat. mature male. "	Known
1119	202		Hector's dolphin	26/04/94 0:00	Actual	1994-04-26	Historic mortality - type unknown	Unknown	-43.8591	172.3634	Estimated location	Taumutu Area	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Decomposed carcass 	Not required	Land	Confirm species ID	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1120	203		Hector's dolphin	22/08/94 0:00	Actual	1994-08-22	Historic mortality - type unknown	Unknown	-42.6762	171.0075	Estimated location	Kaihinu	CEP-Other (South Island)	West Coast	WCSI	Unknown	"(Gillnet?) Filleted. Bits sent to Otago for necropsy, rest buried. MONZ COMMENTS: FLESH REMAINING ON ONLY BEAK FLIPPER AND TAIL.BLUBBER SAMPLES TAKEN FROM BASE OF TAIL,AND PORTION OF JAW ALSO SAMPLED . WAS SUGGESTED IT MAY HAVE BEEN FILLETED"	"Suspect duplicated in UoA, as two dolphins from same beach on same day. Have combined the external IDs, TL 1.24m, genetically sexed a male"	Land	Post mortem	Unknown	V	Unknown	Adult	124	Entanglement	Not applicable	Not applicable	Not applicable	Unknown
1121	204	H1/94	Hector's dolphin	26/11/94 0:00	Actual	1994-11-26	Beachcast (dead on shore)	Unknown	-43.5214	172.7375	Estimated location	400m north of South New Brighton surf club	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Found on high tide line. Marks on sand indicated the dolphin may have been alive when came ashore. Marks present on mouth indicative of net entanglement. MONZ COMMENTS: 'SKIN SAMPLES WERE TAKEN FOR AUCKLAND UNIVERSITY. AUTOPSY TO BE CARRIED OUT BY XXX	from UoA:damaged from nets	Land	Post mortem	DOC	C	Male	Juvenile	113	Sent for necropsy	Complete	Entanglement		Possible
1122	205	H2/94	Hector's dolphin	1/12/94 0:00	Actual	1994-12-01	Beachcast (dead on shore)	Unknown	-43.5214	172.7375	Estimated location	South New Brighton Beach - On a direct pro-longation of the West side of Mountbatten St.	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Juvenile dolphin with extensive cuts to flukes, flippers, dorsal fin and mouth. Very clear indications of net entanglement. MONZ COMMENTS: EXTENSIVE CUTS  TO THE LEADING AND TRAILING EDGES OF FLUKES AND FLIPPERS AND MORE TO THE MOUTH AND DORSAL FIN . VERY____"	"from UoA:net entangelment,  found beachcast "	Land	Post mortem	DOC	D	Male	Juvenile	96.5	Sent for necropsy	Complete	Entanglement		Possible
1123	206	H3/94	Hector's dolphin	1/12/94 0:00	Actual	1994-12-01	Beachcast (dead on shore)	Unknown	-43.5658	172.7652	Estimated location	"450 m east of Cave Rock, Sumner"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Reported on the 1/12/1994 to Christchurch City Council, so had been in water at least 24 hrs. Found half covered with kelp and scavenged. Clear signs of cuts consistent with net entanglement. MONZ COMMENTS: ONE OF SEVERAL ANIMALS WASHED ASHORE DURING THIS____"	from UoA:  incidental catch (net) found beachcast	Land	Post mortem	Unknown	C	Female	Adult	130	Sent for necropsy	Complete	Entanglement		Possible
1124	207	9583	Hector's dolphin	11/12/94 0:00	Actual	1994-12-11	Beachcast (dead on shore)	Unknown	-44.4118	171.2655	Estimated location	"Patiti Point, Timaru"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Net marked carcass (Necropsied). MONZ COMMENTS: ONE EYE HAD BEEN PECKED OUT, OTHERWISE FRESH. MARKS SUGGEST POSSIBLE NET ENTANGLEMENT, ESPECIALLY ONES ON LEFT HAND FLANK. OTHER MARKS AND LACERATIONS ALSO EVIDENT. fROZEN FOR AUTOPSY"	Not required	Land	Post mortem	Unknown		Male	Adult	127.4	Sent for necropsy	Complete	Entanglement	"net marks indicate gillnet entanglement. clear net mark on dorsal fin with associated cutes, net mark from L pectoral to anterior of dorsal fin (two lines), net mark encircling left pectoral (with assoc cuts), net marks over melon. "	Possible
1125	696	9579	Hector's dolphin	12/12/94 0:00	Actual	1994-12-12	Entangled caught in gear (combination)	Commercial set net	-43.0499	173.0826	Estimated location	Motunau (North Canterbury Coast)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Two dolphins caught in surface-set gill net set for bait by commercial lobster fisher. Large female released alive by a diver, calf died. Note net marks not obvious, though a known net capture. "	Not required	Commercial fishing vessel	Post mortem	Unknown		Female	Juvenile		Not applicable	Not applicable	Not applicable	Note this animal was released alive	Not applicable
1125	93	9579	Hector's dolphin	12/12/94 0:00	Actual	1994-12-12	Entangled caught in gear (combination)	Commercial set net	-43.0499	173.0826	Estimated location	Motunau (North Canterbury Coast)	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Two dolphins caught in surface-set gill net set for bait by commercial lobster fisher. Large female released alive by a diver, calf died. Note net marks not obvious, though a known net capture. "	Not required	Commercial fishing vessel	Post mortem	Unknown			Adult	82.3	Sent for necropsy	Complete	Entanglement		Known
1127	209	H4/94	Hector's dolphin	14/12/94 0:00	Actual	1994-12-14	Beachcast (dead on shore)	Unknown set net	-43.1663	172.7883	Estimated location	Amberley Beach (37 m north of the northern car park corner post)	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Mutilated carcass on the beach just on the water line. Cuts did not resemble bites, and there were also slash marks so mulitation seemed deliberate. There was an illegal set net just offshore."	Not required	Land	Post mortem	DOC	Pending	Unknown	Juvenile	84	Entanglement	Not applicable	Not applicable		Not applicable
1128	210		Hector's dolphin	20/01/95 0:00	Actual	1995-01-20	Historic mortality - type unknown	Unknown	-44.3977	171.263	Estimated location	Timaru	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Decomposed carcass 	Not required	Land	Confirm species ID	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1129	211		Hector's dolphin	4/02/95 0:00	Actual	1995-02-04	Historic mortality - type unknown	Unknown	-44.3977	171.263	Estimated location	Timaru	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Decomposed carcass (Necropsied). MONZ COMMENTS: 'FOUND IN ADVANCED STATE OF DECAY AND BURIED ON SITE	Not required	Land	Response not required	Unknown		Female	Adult	102	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1130	212	"96098
"	Hector's dolphin	7/02/95 0:00	Actual	1995-02-07	Dead sighting at sea	Unknown	-44.3977	171.263	Estimated location	Timaru fishing boat harbour	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Net marked carcass (Necropsied). MONZ COMMENTS: 'FOUND FLOATING BY UNKNOWN MEMBER OF PUBLIC	"from UoA: net marks, beachcast alternate code = CETOS 9698"	Platform not specified	Post mortem	Unknown	C	Male	Adult	116.5	Sent for necropsy	Complete	Entanglement	"Clear net marks indicate gillnet entanglement (unmistakeable). One extending around head behind blowhole wedging in front of pectoral flippers (casing a sharp cut in front base of left pec). Other net marks evident at base of caudal peduncle. Mature male, healthy"	Probable
1131	213	"9587
"	Hector's dolphin	18/02/95 0:00	Actual	1995-02-18	Beachcast (dead on shore)	Unknown	-42.7162	170.9601	Estimated location	Hokitika beach near Park St end	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Sent to Otago for necropsy. Definite gillnet marks and severed tail indicate probable death due to entanglement. Observer noted that there were no footprints around the carcass where it lay on the beach, suggests the tail had been cut off by the net owner____"	Not required	Land	Post mortem	Unknown		Male	Juvenile		Sent for necropsy	Complete	Entanglement	"THe definite net marks on the snout and damage to the dorsal fin indicate probable death due to entanglement. tail removed by two clean cuts (most likely by net owner at sea). gill net marks around muzzle, main one 110mm back from the snout and 360mm in circumference. dorsal fin marked with 5 notches, approximating net mesh width. cuts on flippers, one on left and three on right. "	Probable
1132	214		Hector's dolphin	20/02/95 0:00	Actual	1995-02-20	Dead sighting at sea	Unknown	-44.3977	171.263	Estimated location	"Timaru harbour, about 50-60m off Sanfords North Mole wharf"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Calf with no marks (Necropsied), Taiwanese squid boat was leaving the wharf around the time it was first observed"	from UoA: decomposed alternate code = CETOS 96103	Platform not specified	Post mortem	Unknown	C	Male	Adult	77	Sent for necropsy	Complete	Indeterminable	Nothing unusual noted	Not applicable
1133	215		Hector's dolphin	25/02/95 0:00	Actual	1995-02-25	Historic mortality - type unknown	Unknown	-43.41577	172.714	Estimated location	Bailey's Beach	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Decomposed (shark attack) carcass (Necropsied)	Not required	Land	Post mortem	Unknown		Male	Adult		Natural causes	Not applicable	Not applicable	Not applicable	Not applicable
1134	216		Hector's dolphin	5/03/95 0:00	Actual	1995-03-05	Historic mortality - type unknown	Unknown	-43.6067	172.7214	Estimated location	Lyttelton Harbour	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Fresh carcass with slit belly	Not required	Land	Confirm species ID	Unknown		Unknown	Adult		Other human induced	Not applicable	Not applicable	Not applicable	Not applicable
1135	217	9585	Hector's dolphin	15/03/95 0:00	Estimated	1995-03-15	Beachcast (dead on shore)	Not Applicable	-42.4708	171.1838	Estimated location	"Karoro, near Greymouth"	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Well decomposed but no obvious evidence of net marks, but not certain because of condition. No dissection conducted due to decomposition"	Decomposed - probably about 1 month left on beach. 	Platform not specified	Post mortem	Unknown		Male	Adult	125	Sent for necropsy	Complete	Indeterminable	No dissection conducted - specimen too far decomposed.	Not applicable
1136	218	H5/95	Hector's dolphin	20/03/95 0:00	Actual	1995-03-20	Beachcast (dead on shore)	Unknown	-43.6312	172.7197	Estimated location	"North Side of Church Bay (Midway), Lyttelton Harbour"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Found above the high tide line amongst seaweed. Decomposed carcass. Only the skin of the top left side of the dolphin was still intact - This showed considerable longitudinal cuts and abrasions. Little but teeth could be collected.	From UoA:  TL = 1.005m skin and teeth sample alternate code = CETOS 9589	Land	Basic data record	DOC	A	Unknown	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Unknown
1137	219		Maui dolphin	16/05/95 0:00	Actual	1995-05-16	Beachcast (dead on shore)	Not Applicable	-38.1797	174.7057	Estimated location	"Taharoa Beach, South Auckland"	CEP-Kawhia to Pariokariwa Point	Waikato	WCNI	Unknown	"monz comments: FOUND DEAD ON BEACH.  MARKS ALONG RIDGE FROM DORSAL TO TAIL AND ON RIGHT TAIL FLUKE, BOTH EYES MISSING"	from UoA: old female	Land	Basic data record	Unknown	G	Unknown	Adult	155	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1138	220		Hector's dolphin	12/09/95 0:00	Actual	1995-09-12	Historic mortality - type unknown	Unknown	-46.4395	168.2294	Estimated location	"Oreti Beach, Southland"	CEP-Other (South Island)	Southland	SCSI	Unknown	Juvenile; necropsied	Not required	Platform not specified	Post mortem	Unknown		Unknown	Adult		Unknown	Pending	Unknown		Unknown
1139	221	"96097
"	Hector's dolphin	16/09/95 0:00	Actual	1995-09-16	Beachcast (dead on shore)	Not Applicable	-42.56873	171.1194	GPS - Subject location	Taramakau River Mouth - Sth side (West Coast)	CEP-Other (South Island)	West Coast	WCSI	Unknown	Poor condition with no marks	from UoA:  alternate code = CETOS 9697	Land	Post mortem	Unknown	J	Female	Adult	140	Sent for necropsy	Complete	Indeterminable	Specimen very light for its length. Normal blubber thickness but dorsal back muscles are atrphied and dorsal surface is almost concave from lateral processed to dorsal fin. No net marks ot other obvious indicators of cause of death. Mature female	Not applicable
1140	222	H6/95	Hector's dolphin	24/10/95 0:00	Actual	1995-10-24	Dead sighting at sea	Not Applicable	-43.566	172.7443	Estimated location	12 m South of ChCh Yacht Club	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Found in the water and clear of the beach. Some cuts present that could be attributd to entanglement however not conclusive enough to say this with any certainty. Cause of death unknown. Very fresh (carcass clean and still warm) - temperature analysis estimated it had been dead for only 2-4 hrs	from UoA: alternate code = CETOS 95090	Unknown vessel	Post mortem	DOC	C	Male	Juvenile	115	Sent for necropsy	Complete	Indeterminable	"Misc cuts and scrapes, some of which could have happened post mortem. Knife cuts on ventral and LHS were made in post mortem examination. Small cuts on right fluke and indentations on left side of snout are suggestive of gillnet entanglement but inconclusive. cause of death recorded as unknown. "	Not applicable
1141	223	"96096
"	Hector's dolphin	12/12/95 0:00	Estimated	1995-12-12	Entangled - beachcast	Unknown set net	-42.5038	171.1662	Estimated location	"Near Paroa school, Greymouth"	CEP-Other (South Island)	West Coast	WCSI	Unknown	Entangled in a net. Sent to Otago for necropsy. MONZ COMMENTS: RECOVERED ON 15 DEC DOLPHIN PRIMARILY ENTANGLED BY 1 STRAND AROUND GIRTH FORWARD OF FLIPPERS  AND ALSO AROUND SNOUT AND HEAD. GILLNET MESH SIZE 120MM.  'FOUND ON BEACH TOTALLY WRAPPED UP AND E____	Not required	Land	Post mortem	Unknown	J	Female	Adult	128	Sent for necropsy	Complete	Entanglement		Known
1142	224	9699	Hector's dolphin	28/12/95 0:00	Actual	1996-12-28	Beachcast (dead on shore)	Unknown	-44.1886	171.5108	Estimated location	Rangitata River Mouth	CEP-Other (South Island)	Canterbury	ECSI	Unknown	Observer believes this animal died from fighting as he saw vigorous activity nearby the day before. This explanation is contradicted by a relative lack of fresh tooth rakes. Damage to throat and pebbles in oesophagus suggest animal may have beached alive and thrashed around a bit before death. This would explain gas in intestine also. 	from UoA: possible live stranding alternate code = CETOS 9699	Land	Post mortem	Unknown	C	Male	Adult	123	Sent for necropsy	Complete	Indeterminable	"Clear discolouration on throat, one fresh toothrake on lower left flank (nothing unusual), some scavenger damage around anus, no clear netmarks. Throat was extensively bruised, intestine bloated with gas but animal reasonably fresh. Apparently this sometimes occurs due to gasping in an ""agonised"" death. Numerous beach pebbels found in throat. Animal sexually mature."	Not applicable
1143			Hector's dolphin	4/02/96 0:00	Actual	4/02/96	Entangled - caught in gear (live and released)	Unknown set net	-41.6003	171.8779	Estimated location	Miko (Hector)	CEP-Other (South Island)	West Coast	WCSI	Unknown	Seen caught in net but escaped alive	Date recorded as 04/02/1996 in MONZ database.	Unknown vessel	Response not required	Unknown			Adult						
1144	225		Hector's dolphin	3/01/96 0:00	Actual	1996-01-03	Unknown	Unknown	-44.3727	171.2521	Estimated location	"Smithfield, Timaru"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Fresh net marked juvenile (Necropsied). MONZ COMMENTS: OBVIOUS NET MARKS ENCIRCLE HEAD JUST BEHIND EYE, NET MARKS ALSO ON BODY DOLPHIN SENT TO RAY UDLAR MAF DUNEDIN"	Unsure how the dolphin was found.	Platform not specified	Post mortem	Unknown		Female	Adult	77	Entanglement	Not applicable	Not applicable	Not applicable	Unknown
1145	226		Hector's dolphin	9/01/96 0:00	Actual	1996-01-09	Beachcast (dead on shore)	Not Applicable	-41.7244	171.7036	Estimated location	"Fairdown Beach, 10km north of Westport"	CEP-Other (South Island)	West Coast	WCSI	Unknown	Dead carcass found on the beach where a set net was observed the previous day.  Carcass was butchered with all flesh removed from pectoral fins to tail.  Head exumed and sent to Otago Uni Feb 1996.  Full report sent to CLE oficer	follow up on CLE report and photos; may be 29/10/96 in monz database	Land	Buried	Unknown		Unknown	Adult		Other human induced	Not applicable	Not applicable	Not applicable	Not applicable
1146	227	H7/96	Hector's dolphin	11/01/96 0:00	Actual	1996-01-11	Beachcast (dead on shore)	Not Applicable	-43.2682	172.7163	Estimated location	1 Km North of Ashley River Mouth	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Carcass had clearly been mutilated (eg: dorsal fin cut off) - no teeth marks present but there were hack marks consistent with knife cuts.	from UoA:  very decomposed alternate code = CETOS 96100	Land	Post mortem	DOC	C	Male	Adult	120	Sent for necropsy	Complete	Other human induced		Not applicable
1147	228		Hector's dolphin	12/01/96 0:00	Actual	1996-01-12	Historic mortality - type unknown	Unknown	-44.3903	171.2581	Estimated location	Timaru Harbour	CEP-Other (South Island)	Canterbury	ECSI	Unknown	"Advanced decomposition. MONZ COMMENTS: 'IN ADVANCED STATE OF DECAY,MAJORITY OF SKIN SLOUGHED OFF. EYES GONE, CHUNK OUT OF GENITAL AREA, THEREFORE CANNOT ACCURATELY DETERMINE SEX, POSSIBLY FEMALE. NO OUTWARD SIGN OF CAUSE OF DEATH."	Not required	Platform not specified	Basic data record	Unknown		Unknown	Adult	140	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1148	229		Hector's dolphin	15/01/96 0:00	Actual	1996-01-15	Beachcast (dead on shore)	Not Applicable	-42.7352	170.9375	Estimated location	"Southside, Hokitika"	CEP-Other (South Island)	West Coast	WCSI	Unknown	Skull only; sent to (MONZ) Te Papa Tongarewa	check with MONZ for records	Land	Post mortem	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1149	230		Hector's dolphin	25/01/96 0:00	Actual	1996-01-25	Beachcast (dead on shore)	Not Applicable	-41.2861	172.0867	Estimated location	Kongahu	CEP-Other (South Island)	West Coast	WCSI	Unknown	Skull only; sent to (MONZ) Te Papa Tongarewa	check with MONZ for records	Land	Post mortem	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1150	231		Hector's dolphin	27/01/96 0:00	Actual	1996-01-27	Entangled - caught in gear (dead)	Unknown set net	-41.7244	171.7036	Estimated location	Fairdown Beach	CEP-Other (South Island)	West Coast	WCSI	Unknown	Caught in a net.  No visible injuries.  Flesh and teeth to (MONZ) Te Papa Tongarewa	Not required	Unknown vessel	Post mortem	Unknown		Female	Adult	135	Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1151	232		Hector's dolphin	16/02/96 0:00	Actual	1996-02-16	Beachcast (dead on shore)	Not Applicable	-41.6259	171.8552	Estimated location	Granity	CEP-Other (South Island)	West Coast	WCSI	Unknown	"Lost to sea before DoC staff arrived.  Noted to be in good condition by reporter.  Gillnets set near by.  Reporter considered both dolphins to be gillnet bycatch, but report doesn't state what evidence this was based on."	Not required	Land	Response could not be completed	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1152	233		Hector's dolphin	16/02/96 0:00	Actual	1996-02-16	Beachcast (dead on shore)	Not Applicable	-41.6259	171.8552	Estimated location	Granity	CEP-Other (South Island)	West Coast	WCSI	Unknown	Lost to sea?  Report states carcass badly decomposed.  Found when searching for above animal (MarMamObs1151).  Gillnets set near by.	"Very similar to MarMamObs1151, can't find any original reports to check on. Believe these may be two dolphins found separately but on the same day at the same beach. Can't confirm"	Land	Response could not be completed	Unknown		Unknown	Adult		Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1153	234	960191	Hector's dolphin	11/03/96 0:00	Actual	1996-03-11	Entangled - caught in gear (dead)	Unknown set net	-41.6103	171.8712	Estimated location	Ngakawau	CEP-Other (South Island)	West Coast	WCSI	Unknown	Sent to Otago for necropsy. Gillnet marks. MONZ COMMENTS: GOOD CONDITION. CAUGHT IN SET NET	from UoA: reported caught in gillnet alternate code = CETOS 9691 and 9692	Unknown vessel	Post mortem	Unknown	H	Male	Adult	119	Sent for necropsy	Complete	Entanglement	"Clear net mark around snout and throat, small cuts in leading edge of flippers and dorsal fin, small cut left side flukes, net mark in notch at rear base of dorsal fin. Not known at the of the dissection how the dolphin died. "	Known
1153	235	960191	Hector's dolphin	11/03/96 0:00	Actual	1996-03-11	Entangled - caught in gear (dead)	Unknown set net	-41.6103	171.8712	Estimated location	Ngakawau	CEP-Other (South Island)	West Coast	WCSI	Unknown	Sent to Otago for necropsy. Gillnet marks. MONZ COMMENTS: GOOD CONDITION. CAUGHT IN SET NET	from UoA: reported caught in gillnet alternate code = CETOS 9691 and 9692	Unknown vessel	Post mortem	Unknown	H	Male	Adult	118	Sent for necropsy	Complete	Entanglement	"Clear net marks on front part of dorsal fin, very faint netmark on throat (2) and over head. 3 scars healed white. "	Known
1155	236		Hector's dolphin	3/04/96 0:00	Actual	1996-04-03	Historic mortality - type unknown	Unknown	-43.2394	170.1251	Estimated location	Three Mile Lagoon	CEP-Other (South Island)	West Coast	WCSI	Unknown	Lost to sea	Not required	Platform not specified	Response could not be completed	Unknown		Unknown	Adult		Body not recovered	Not applicable	Not applicable	Not applicable	Not applicable
1156	237		Hector's dolphin	2/05/96 0:00	Actual	1996-05-02	Dead sighting at sea	Unknown	-42.4312	173.7105	Estimated location	"Punch Bowl, Kaikoura"	CEP-Other (South Island)	Canterbury	ECSI	Unknown	monz comments: REPORTED FLOATING DEAD AT SEA. PICKED UP BY BOAT. NO TAIL (CUT OFF). NET MARKS ON BODY. NOT LONG DEAD (APPROX 1 DAY).	Not required	Private vessel	Basic data record	Unknown		Female	Adult		Entanglement	Not applicable	Not applicable	Not applicable	Unknown
1157	238	H8/96	Hector's dolphin	4/05/96 0:00	Actual	1996-05-04	Beachcast (dead on shore)	Not Applicable	-43.3777	172.711	Estimated location	150 m South of Pines Beach SLSC	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Found on high tide line. No marks consistent with set net entanglement. Internally at an advanced stage of decompostition while outer skin and blubber largely intact. MONZ COMMENTS: 'HIGH TIDE LINE, APPROXIMATELY 150M STH OF SURF LIVE SAVING CLUBROOMS"	Not required	Land	DNA collected	DOC	Pending	Male	Adult	144	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
1158	239		Maui dolphin	28/05/96 0:00	Actual	1996-05-28	Historic mortality - type unknown	Unknown	-35.9937	173.7599	Estimated location	"Dargaville, Mahuta Gap, North Auckland"	CEP-Maunganui Bluff to North Kaipara	Northland	WCNI	Unknown	monz comments: COLLECTED BY  WHANGAREI MUSEUM OF FISHES.	Not required	Platform not specified	Response could not be completed	Unknown		Unknown	Adult	140	Unknown	Not applicable	Not applicable	Not applicable	Not applicable
