scaffold	chrom	bgc_chrom
JAAMOC010001480.1	CHR_UNK	683
JAAMOC010001481.1	CHR_UNK	684
JAAMOC010001482.1	CHR_UNK	685
JAAMOC010001483.1	CHR_UNK	686
JAAMOC010001484.1	CHR_UNK	687
JAAMOC010001485.1	CHR_UNK	688
JAAMOC010001486.1	CHR_UNK	689
JAAMOC010001487.1	CHR_UNK	690
JAAMOC010001488.1	CHR_UNK	691
JAAMOC010001489.1	CHR_UNK	692
JAAMOC010000149.1	CHR_UNK	693
JAAMOC010001490.1	CHR_UNK	694
JAAMOC010001491.1	CHR_UNK	695
JAAMOC010001492.1	CHR_UNK	696
JAAMOC010001493.1	CHR_UNK	697
JAAMOC010001494.1	CHR_UNK	698
JAAMOC010001495.1	CHR_UNK	699
JAAMOC010001496.1	CHR_UNK	700
JAAMOC010001497.1	CHR_UNK	701
JAAMOC010001498.1	CHR_UNK	702
JAAMOC010001499.1	CHR_UNK	703
JAAMOC010000150.1	CHR_UNK	704
JAAMOC010001500.1	CHR_UNK	705
JAAMOC010001501.1	CHR_UNK	706
JAAMOC010001502.1	CHR_UNK	707
JAAMOC010001503.1	CHR_UNK	708
JAAMOC010001504.1	CHR_UNK	709
JAAMOC010001505.1	CHR_UNK	710
JAAMOC010001506.1	CHR_UNK	711
JAAMOC010001507.1	CHR_UNK	712
JAAMOC010001508.1	CHR_UNK	713
JAAMOC010001509.1	CHR_UNK	714
JAAMOC010000151.1	CHR_UNK	715
JAAMOC010001510.1	CHR_UNK	716
JAAMOC010001511.1	CHR_UNK	717
JAAMOC010001512.1	CHR_UNK	718
JAAMOC010001513.1	CHR_UNK	719
JAAMOC010001514.1	CHR_UNK	720
JAAMOC010001515.1	CHR_UNK	721
JAAMOC010001516.1	CHR_UNK	722
JAAMOC010001517.1	CHR_UNK	723
JAAMOC010001518.1	CHR_UNK	724
JAAMOC010001519.1	CHR_UNK	725
JAAMOC010000152.1	CHR_UNK	726
JAAMOC010001520.1	CHR_UNK	727
JAAMOC010001521.1	CHR_UNK	728
JAAMOC010001522.1	CHR_UNK	729
JAAMOC010001523.1	CHR_UNK	730
JAAMOC010001524.1	CHR_UNK	731
JAAMOC010001525.1	CHR_UNK	732
JAAMOC010001526.1	CHR_UNK	733
JAAMOC010001527.1	CHR_UNK	734
JAAMOC010001528.1	CHR_UNK	735
JAAMOC010001529.1	CHR_UNK	736
JAAMOC010000153.1	CHR_UNK	737
JAAMOC010001530.1	CHR_UNK	738
JAAMOC010001531.1	CHR_UNK	739
JAAMOC010001532.1	CHR_UNK	740
JAAMOC010001533.1	CHR_UNK	741
JAAMOC010001534.1	CHR_UNK	742
JAAMOC010001535.1	CHR_UNK	743
JAAMOC010001536.1	CHR_UNK	744
JAAMOC010001537.1	CHR_UNK	745
JAAMOC010001538.1	CHR_UNK	746
JAAMOC010001539.1	CHR_UNK	747
JAAMOC010000154.1	CHR_UNK	748
JAAMOC010001540.1	CHR_UNK	749
JAAMOC010001541.1	CHR_UNK	750
JAAMOC010001542.1	CHR_UNK	751
JAAMOC010001543.1	CHR_UNK	752
JAAMOC010001544.1	CHR_UNK	753
JAAMOC010001545.1	CHR_UNK	754
JAAMOC010001546.1	CHR_UNK	755
JAAMOC010001547.1	CHR_UNK	756
JAAMOC010001548.1	CHR_UNK	757
JAAMOC010001549.1	CHR_UNK	758
JAAMOC010000155.1	CHR_UNK	759
JAAMOC010001550.1	CHR_UNK	760
JAAMOC010001551.1	CHR_UNK	761
JAAMOC010001552.1	CHR_UNK	762
JAAMOC010001553.1	CHR_UNK	763
JAAMOC010001554.1	CHR_UNK	764
JAAMOC010001555.1	CHR_UNK	765
JAAMOC010001556.1	CHR_UNK	766
JAAMOC010001557.1	CHR_UNK	767
JAAMOC010001558.1	CHR_UNK	768
JAAMOC010001559.1	CHR_UNK	769
JAAMOC010000156.1	CHR_UNK	770
JAAMOC010001560.1	CHR_UNK	771
JAAMOC010001561.1	CHR_UNK	772
JAAMOC010001562.1	CHR_UNK	773
JAAMOC010001563.1	CHR_UNK	774
JAAMOC010001564.1	CHR_UNK	775
JAAMOC010001565.1	CHR_UNK	776
JAAMOC010001566.1	CHR_UNK	777
JAAMOC010001567.1	CHR_UNK	778
JAAMOC010001568.1	CHR_UNK	779
JAAMOC010001569.1	CHR_UNK	780
JAAMOC010000157.1	CHR_UNK	781
JAAMOC010001570.1	CHR_UNK	782
JAAMOC010001571.1	CHR_UNK	783
JAAMOC010001572.1	CHR_UNK	784
JAAMOC010001573.1	CHR_UNK	785
JAAMOC010001574.1	CHR_UNK	786
JAAMOC010001575.1	CHR_UNK	787
JAAMOC010001576.1	CHR_UNK	788
JAAMOC010001577.1	CHR_UNK	789
JAAMOC010001578.1	CHR_UNK	790
JAAMOC010001579.1	CHR_UNK	791
JAAMOC010000158.1	CHR_UNK	792
JAAMOC010001580.1	CHR_UNK	793
JAAMOC010001581.1	CHR_UNK	794
JAAMOC010001582.1	CHR_UNK	795
JAAMOC010001583.1	CHR_UNK	796
JAAMOC010001584.1	CHR_UNK	797
JAAMOC010001585.1	CHR_UNK	798
JAAMOC010001586.1	CHR_UNK	799
JAAMOC010001587.1	CHR_UNK	800
JAAMOC010001588.1	CHR_UNK	801
JAAMOC010001589.1	CHR_UNK	802
JAAMOC010000159.1	CHR_UNK	803
JAAMOC010001590.1	CHR_UNK	804
JAAMOC010001591.1	CHR_UNK	805
JAAMOC010001592.1	CHR_UNK	806
JAAMOC010001593.1	CHR_UNK	807
JAAMOC010001594.1	CHR_UNK	808
JAAMOC010001595.1	CHR_UNK	809
JAAMOC010001596.1	CHR_UNK	810
JAAMOC010001597.1	CHR_UNK	811
JAAMOC010001598.1	CHR_UNK	812
JAAMOC010001599.1	CHR_UNK	813
JAAMOC010000160.1	CHR_UNK	814
JAAMOC010001600.1	CHR_UNK	815
JAAMOC010001601.1	CHR_UNK	816
JAAMOC010001602.1	CHR_UNK	817
JAAMOC010001603.1	CHR_UNK	818
JAAMOC010001604.1	CHR_UNK	819
JAAMOC010001605.1	CHR_UNK	820
JAAMOC010001606.1	CHR_UNK	821
JAAMOC010001607.1	CHR_UNK	822
JAAMOC010001608.1	CHR_UNK	823
JAAMOC010001609.1	CHR_UNK	824
JAAMOC010000161.1	CHR_UNK	825
JAAMOC010001610.1	CHR_UNK	826
JAAMOC010001611.1	CHR_UNK	827
JAAMOC010001612.1	CHR_UNK	828
JAAMOC010001613.1	CHR_UNK	829
JAAMOC010001614.1	CHR_UNK	830
JAAMOC010001615.1	CHR_UNK	831
JAAMOC010001616.1	CHR_UNK	832
JAAMOC010001617.1	CHR_UNK	833
JAAMOC010001618.1	CHR_UNK	834
JAAMOC010001619.1	CHR_UNK	835
JAAMOC010000162.1	CHR_UNK	836
JAAMOC010001620.1	CHR_UNK	837
JAAMOC010001621.1	CHR_UNK	838
JAAMOC010001622.1	CHR_UNK	839
JAAMOC010001623.1	CHR_UNK	840
JAAMOC010001624.1	CHR_UNK	841
JAAMOC010001625.1	CHR_UNK	842
JAAMOC010001626.1	CHR_UNK	843
JAAMOC010001627.1	CHR_UNK	844
JAAMOC010001628.1	CHR_UNK	845
JAAMOC010001629.1	CHR_UNK	846
JAAMOC010000163.1	CHR_UNK	847
JAAMOC010001630.1	CHR_UNK	848
JAAMOC010001631.1	CHR_UNK	849
JAAMOC010001632.1	CHR_UNK	850
JAAMOC010001633.1	CHR_UNK	851
JAAMOC010001634.1	CHR_UNK	852
JAAMOC010001635.1	CHR_UNK	853
JAAMOC010001636.1	CHR_UNK	854
JAAMOC010001637.1	CHR_UNK	855
JAAMOC010001638.1	CHR_UNK	856
JAAMOC010001639.1	CHR_UNK	857
JAAMOC010000164.1	CHR_UNK	858
JAAMOC010001640.1	CHR_UNK	859
JAAMOC010001641.1	CHR_UNK	860
JAAMOC010001642.1	CHR_UNK	861
JAAMOC010001643.1	CHR_UNK	862
JAAMOC010001644.1	CHR_UNK	863
JAAMOC010001645.1	CHR_UNK	864
JAAMOC010001646.1	CHR_UNK	865
JAAMOC010001647.1	CHR_UNK	866
JAAMOC010001648.1	CHR_UNK	867
JAAMOC010001649.1	CHR_UNK	868
JAAMOC010000165.1	CHR_UNK	869
JAAMOC010001650.1	CHR_UNK	870
JAAMOC010001651.1	CHR_UNK	871
JAAMOC010001652.1	CHR_UNK	872
JAAMOC010001653.1	CHR_UNK	873
JAAMOC010001654.1	CHR_UNK	874
JAAMOC010001655.1	CHR_UNK	875
JAAMOC010001656.1	CHR_UNK	876
JAAMOC010001657.1	CHR_UNK	877
JAAMOC010001658.1	CHR_UNK	878
JAAMOC010001659.1	CHR_UNK	879
JAAMOC010000166.1	CHR_UNK	880
JAAMOC010001660.1	CHR_UNK	881
JAAMOC010001661.1	CHR_UNK	882
JAAMOC010001662.1	CHR_UNK	883
JAAMOC010001663.1	CHR_UNK	884
JAAMOC010001664.1	CHR_UNK	885
JAAMOC010001665.1	CHR_UNK	886
JAAMOC010001666.1	CHR_UNK	887
JAAMOC010001667.1	CHR_UNK	888
JAAMOC010001668.1	CHR_UNK	889
JAAMOC010001669.1	CHR_UNK	890
JAAMOC010000167.1	CHR_UNK	891
JAAMOC010001670.1	CHR_UNK	892
JAAMOC010001671.1	CHR_UNK	893
JAAMOC010001672.1	CHR_UNK	894
JAAMOC010001673.1	CHR_UNK	895
JAAMOC010001674.1	CHR_UNK	896
JAAMOC010001675.1	CHR_UNK	897
JAAMOC010001676.1	CHR_UNK	898
JAAMOC010001677.1	CHR_UNK	899
JAAMOC010001678.1	CHR_UNK	900
JAAMOC010001679.1	CHR_UNK	901
JAAMOC010000168.1	CHR_UNK	902
JAAMOC010001680.1	CHR_UNK	903
JAAMOC010001681.1	CHR_UNK	904
JAAMOC010001682.1	CHR_UNK	905
JAAMOC010001683.1	CHR_UNK	906
JAAMOC010001684.1	CHR_UNK	907
JAAMOC010001685.1	CHR_UNK	908
JAAMOC010001686.1	CHR_UNK	909
JAAMOC010001687.1	CHR_UNK	910
JAAMOC010001688.1	CHR_UNK	911
JAAMOC010001689.1	CHR_UNK	912
JAAMOC010000169.1	CHR_UNK	913
JAAMOC010001690.1	CHR_UNK	914
JAAMOC010001691.1	CHR_UNK	915
JAAMOC010001692.1	CHR_UNK	916
JAAMOC010001693.1	CHR_UNK	917
JAAMOC010001694.1	CHR_UNK	918
JAAMOC010001695.1	CHR_UNK	919
JAAMOC010001696.1	CHR_UNK	920
JAAMOC010001697.1	CHR_UNK	921
JAAMOC010001698.1	CHR_UNK	922
JAAMOC010001699.1	CHR_UNK	923
JAAMOC010000170.1	CHR_UNK	924
JAAMOC010001700.1	CHR_UNK	925
JAAMOC010001701.1	CHR_UNK	926
JAAMOC010001702.1	CHR_UNK	927
JAAMOC010001703.1	CHR_UNK	928
JAAMOC010001704.1	CHR_UNK	929
JAAMOC010001705.1	CHR_UNK	930
JAAMOC010001706.1	CHR_UNK	931
JAAMOC010001707.1	CHR_UNK	932
JAAMOC010001708.1	CHR_UNK	933
JAAMOC010001709.1	CHR_UNK	934
JAAMOC010000171.1	CHR_UNK	935
JAAMOC010001710.1	CHR_UNK	936
JAAMOC010001711.1	CHR_UNK	937
JAAMOC010001712.1	CHR_UNK	938
JAAMOC010001713.1	CHR_UNK	939
JAAMOC010001714.1	CHR_UNK	940
JAAMOC010001715.1	CHR_UNK	941
JAAMOC010001716.1	CHR_UNK	942
JAAMOC010001717.1	CHR_UNK	943
JAAMOC010001718.1	CHR_UNK	944
JAAMOC010001719.1	CHR_UNK	945
JAAMOC010000172.1	CHR_UNK	946
JAAMOC010001720.1	CHR_UNK	947
JAAMOC010001721.1	CHR_UNK	948
JAAMOC010001722.1	CHR_UNK	949
JAAMOC010001723.1	CHR_UNK	950
JAAMOC010001724.1	CHR_UNK	951
JAAMOC010001725.1	CHR_UNK	952
JAAMOC010001726.1	CHR_UNK	953
JAAMOC010001727.1	CHR_UNK	954
JAAMOC010001728.1	CHR_UNK	955
JAAMOC010001729.1	CHR_UNK	956
JAAMOC010000173.1	CHR_UNK	957
JAAMOC010001730.1	CHR_UNK	958
JAAMOC010001731.1	CHR_UNK	959
JAAMOC010001732.1	CHR_UNK	960
JAAMOC010001733.1	CHR_UNK	961
JAAMOC010001734.1	CHR_UNK	962
JAAMOC010001735.1	CHR_UNK	963
JAAMOC010001736.1	CHR_UNK	964
JAAMOC010001737.1	CHR_UNK	965
JAAMOC010001738.1	CHR_UNK	966
JAAMOC010001739.1	CHR_UNK	967
JAAMOC010000174.1	CHR_UNK	968
JAAMOC010001740.1	CHR_UNK	969
JAAMOC010001741.1	CHR_UNK	970
JAAMOC010001742.1	CHR_UNK	971
JAAMOC010001743.1	CHR_UNK	972
JAAMOC010001744.1	CHR_UNK	973
JAAMOC010001745.1	CHR_UNK	974
JAAMOC010001746.1	CHR_UNK	975
JAAMOC010001747.1	CHR_UNK	976
JAAMOC010001748.1	CHR_UNK	977
JAAMOC010000175.1	CHR_UNK	978
JAAMOC010001749.1	CHR_UNK	979
JAAMOC010001750.1	CHR_UNK	980
JAAMOC010001751.1	CHR_UNK	981
JAAMOC010001752.1	CHR_UNK	982
JAAMOC010001753.1	CHR_UNK	983
JAAMOC010001754.1	CHR_UNK	984
JAAMOC010001755.1	CHR_UNK	985
JAAMOC010001756.1	CHR_UNK	986
JAAMOC010001757.1	CHR_UNK	987
JAAMOC010001758.1	CHR_UNK	988
JAAMOC010000176.1	CHR_UNK	989
JAAMOC010001759.1	CHR_UNK	990
JAAMOC010001760.1	CHR_UNK	991
JAAMOC010001761.1	CHR_UNK	992
JAAMOC010001762.1	CHR_UNK	993
JAAMOC010001763.1	CHR_UNK	994
JAAMOC010001764.1	CHR_UNK	995
JAAMOC010001765.1	CHR_UNK	996
JAAMOC010001766.1	CHR_UNK	997
JAAMOC010001767.1	CHR_UNK	998
JAAMOC010001768.1	CHR_UNK	999
JAAMOC010000177.1	CHR_UNK	1000
JAAMOC010001769.1	CHR_UNK	1001
JAAMOC010001770.1	CHR_UNK	1002
JAAMOC010001771.1	CHR_UNK	1003
JAAMOC010001772.1	CHR_UNK	1004
JAAMOC010001773.1	CHR_UNK	1005
JAAMOC010001774.1	CHR_UNK	1006
JAAMOC010001775.1	CHR_UNK	1007
JAAMOC010001776.1	CHR_UNK	1008
JAAMOC010001777.1	CHR_UNK	1009
JAAMOC010001778.1	CHR_UNK	1010
JAAMOC010000178.1	CHR_UNK	1011
JAAMOC010001779.1	CHR_UNK	1012
JAAMOC010001780.1	CHR_UNK	1013
JAAMOC010001781.1	CHR_UNK	1014
JAAMOC010001782.1	CHR_UNK	1015
JAAMOC010001783.1	CHR_UNK	1016
JAAMOC010001784.1	CHR_UNK	1017
JAAMOC010001785.1	CHR_UNK	1018
JAAMOC010001786.1	CHR_UNK	1019
JAAMOC010001787.1	CHR_UNK	1020
JAAMOC010001788.1	CHR_UNK	1021
JAAMOC010000179.1	CHR_UNK	1022
JAAMOC010001789.1	CHR_UNK	1023
JAAMOC010001790.1	CHR_UNK	1024
JAAMOC010001791.1	CHR_UNK	1025
JAAMOC010001792.1	CHR_UNK	1026
JAAMOC010001793.1	CHR_UNK	1027
JAAMOC010001794.1	CHR_UNK	1028
JAAMOC010001795.1	CHR_UNK	1029
JAAMOC010001796.1	CHR_UNK	1030
JAAMOC010001797.1	CHR_UNK	1031
JAAMOC010001798.1	CHR_UNK	1032
JAAMOC010000180.1	CHR_UNK	1033
JAAMOC010001799.1	CHR_UNK	1034
JAAMOC010001800.1	CHR_UNK	1035
JAAMOC010001801.1	CHR_UNK	1036
JAAMOC010001802.1	CHR_UNK	1037
JAAMOC010001803.1	CHR_UNK	1038
JAAMOC010001804.1	CHR_UNK	1039
JAAMOC010001805.1	CHR_UNK	1040
JAAMOC010001806.1	CHR_UNK	1041
JAAMOC010001807.1	CHR_UNK	1042
JAAMOC010001808.1	CHR_UNK	1043
JAAMOC010000181.1	CHR_UNK	1044
JAAMOC010001809.1	CHR_UNK	1045
JAAMOC010001810.1	CHR_UNK	1046
JAAMOC010001811.1	CHR_UNK	1047
JAAMOC010001812.1	CHR_UNK	1048
JAAMOC010001813.1	CHR_UNK	1049
JAAMOC010001814.1	CHR_UNK	1050
JAAMOC010001815.1	CHR_UNK	1051
JAAMOC010001816.1	CHR_UNK	1052
JAAMOC010001817.1	CHR_UNK	1053
JAAMOC010001818.1	CHR_UNK	1054
JAAMOC010000182.1	CHR_UNK	1055
JAAMOC010001819.1	CHR_UNK	1056
JAAMOC010001820.1	CHR_UNK	1057
JAAMOC010001821.1	CHR_UNK	1058
JAAMOC010001822.1	CHR_UNK	1059
JAAMOC010001823.1	CHR_UNK	1060
JAAMOC010001824.1	CHR_UNK	1061
JAAMOC010001825.1	CHR_UNK	1062
JAAMOC010001826.1	CHR_UNK	1063
JAAMOC010001827.1	CHR_UNK	1064
JAAMOC010001828.1	CHR_UNK	1065
JAAMOC010000183.1	CHR_UNK	1066
JAAMOC010001829.1	CHR_UNK	1067
JAAMOC010001830.1	CHR_UNK	1068
JAAMOC010001831.1	CHR_UNK	1069
JAAMOC010001832.1	CHR_UNK	1070
JAAMOC010001833.1	CHR_UNK	1071
JAAMOC010001834.1	CHR_UNK	1072
JAAMOC010001835.1	CHR_UNK	1073
JAAMOC010001836.1	CHR_UNK	1074
JAAMOC010001837.1	CHR_UNK	1075
JAAMOC010001838.1	CHR_UNK	1076
JAAMOC010000184.1	CHR_UNK	1077
JAAMOC010001839.1	CHR_UNK	1078
JAAMOC010001840.1	CHR_UNK	1079
JAAMOC010001841.1	CHR_UNK	1080
JAAMOC010001842.1	CHR_UNK	1081
JAAMOC010001843.1	CHR_UNK	1082
JAAMOC010001844.1	CHR_UNK	1083
JAAMOC010001845.1	CHR_UNK	1084
JAAMOC010001846.1	CHR_UNK	1085
JAAMOC010001847.1	CHR_UNK	1086
JAAMOC010001848.1	CHR_UNK	1087
JAAMOC010000185.1	CHR_UNK	1088
JAAMOC010001849.1	CHR_UNK	1089
JAAMOC010001850.1	CHR_UNK	1090
JAAMOC010001851.1	CHR_UNK	1091
JAAMOC010001852.1	CHR_UNK	1092
JAAMOC010001853.1	CHR_UNK	1093
JAAMOC010001854.1	CHR_UNK	1094
JAAMOC010001855.1	CHR_UNK	1095
JAAMOC010001856.1	CHR_UNK	1096
JAAMOC010001857.1	CHR_UNK	1097
JAAMOC010001858.1	CHR_UNK	1098
JAAMOC010000186.1	CHR_UNK	1099
JAAMOC010001859.1	CHR_UNK	1100
JAAMOC010001860.1	CHR_UNK	1101
JAAMOC010001861.1	CHR_UNK	1102
JAAMOC010001862.1	CHR_UNK	1103
JAAMOC010001863.1	CHR_UNK	1104
JAAMOC010001864.1	CHR_UNK	1105
JAAMOC010001865.1	CHR_UNK	1106
JAAMOC010001866.1	CHR_UNK	1107
JAAMOC010001867.1	CHR_UNK	1108
JAAMOC010001868.1	CHR_UNK	1109
JAAMOC010000187.1	CHR_UNK	1110
JAAMOC010001869.1	CHR_UNK	1111
JAAMOC010001870.1	CHR_UNK	1112
JAAMOC010000188.1	CHR_UNK	1113
JAAMOC010000189.1	CHR_UNK	1114
JAAMOC010000190.1	CHR_UNK	1115
JAAMOC010000191.1	CHR_UNK	1116
JAAMOC010000192.1	CHR_UNK	1117
JAAMOC010000193.1	CHR_UNK	1118
JAAMOC010000194.1	CHR_UNK	1119
JAAMOC010000195.1	CHR_UNK	1120
JAAMOC010000196.1	CHR_UNK	1121
JAAMOC010000197.1	CHR_UNK	1122
JAAMOC010000198.1	CHR_UNK	1123
JAAMOC010000199.1	CHR_UNK	1124
JAAMOC010000200.1	CHR_UNK	1125
JAAMOC010000201.1	CHR_UNK	1126
JAAMOC010000202.1	CHR_UNK	1127
JAAMOC010000203.1	CHR_UNK	1128
JAAMOC010000204.1	CHR_UNK	1129
JAAMOC010000205.1	CHR_UNK	1130
JAAMOC010000206.1	CHR_UNK	1131
JAAMOC010000207.1	CHR_UNK	1132
JAAMOC010000208.1	CHR_UNK	1133
JAAMOC010000209.1	CHR_UNK	1134
JAAMOC010000210.1	CHR_UNK	1135
JAAMOC010000211.1	CHR_UNK	1136
JAAMOC010000212.1	CHR_UNK	1137
JAAMOC010000213.1	CHR_UNK	1138
JAAMOC010000214.1	CHR_UNK	1139
JAAMOC010000215.1	CHR_UNK	1140
JAAMOC010000216.1	CHR_UNK	1141
JAAMOC010000217.1	CHR_UNK	1142
JAAMOC010000218.1	CHR_UNK	1143
JAAMOC010000219.1	CHR_UNK	1144
JAAMOC010000220.1	CHR_UNK	1145
JAAMOC010000221.1	CHR_UNK	1146
JAAMOC010000222.1	CHR_UNK	1147
JAAMOC010000223.1	CHR_UNK	1148
JAAMOC010000224.1	CHR_UNK	1149
JAAMOC010000225.1	CHR_UNK	1150
JAAMOC010000226.1	CHR_UNK	1151
JAAMOC010000227.1	CHR_UNK	1152
JAAMOC010000228.1	CHR_UNK	1153
JAAMOC010000229.1	CHR_UNK	1154
JAAMOC010000230.1	CHR_UNK	1155
JAAMOC010000231.1	CHR_UNK	1156
JAAMOC010000232.1	CHR_UNK	1157
JAAMOC010000233.1	CHR_UNK	1158
JAAMOC010000234.1	CHR_UNK	1159
JAAMOC010000235.1	CHR_UNK	1160
JAAMOC010000236.1	CHR_UNK	1161
JAAMOC010000237.1	CHR_UNK	1162
JAAMOC010000238.1	CHR_UNK	1163
JAAMOC010000239.1	CHR_UNK	1164
JAAMOC010000240.1	CHR_UNK	1165
JAAMOC010000241.1	CHR_UNK	1166
JAAMOC010000242.1	CHR_UNK	1167
JAAMOC010000243.1	CHR_UNK	1168
JAAMOC010000244.1	CHR_UNK	1169
JAAMOC010000245.1	CHR_UNK	1170
JAAMOC010000246.1	CHR_UNK	1171
JAAMOC010000247.1	CHR_UNK	1172
JAAMOC010000248.1	CHR_UNK	1173
JAAMOC010000249.1	CHR_UNK	1174
JAAMOC010000250.1	CHR_UNK	1175
JAAMOC010000251.1	CHR_UNK	1176
JAAMOC010000252.1	CHR_UNK	1177
JAAMOC010000253.1	CHR_UNK	1178
JAAMOC010000254.1	CHR_UNK	1179
JAAMOC010000255.1	CHR_UNK	1180
JAAMOC010000256.1	CHR_UNK	1181
JAAMOC010000257.1	CHR_UNK	1182
JAAMOC010000258.1	CHR_UNK	1183
JAAMOC010000259.1	CHR_UNK	1184
JAAMOC010000260.1	CHR_UNK	1185
JAAMOC010000261.1	CHR_UNK	1186
JAAMOC010000262.1	CHR_UNK	1187
JAAMOC010000263.1	CHR_UNK	1188
JAAMOC010000264.1	CHR_UNK	1189
JAAMOC010000265.1	CHR_UNK	1190
JAAMOC010000266.1	CHR_UNK	1191
JAAMOC010000267.1	CHR_UNK	1192
JAAMOC010000268.1	CHR_UNK	1193
JAAMOC010000269.1	CHR_UNK	1194
JAAMOC010000270.1	CHR_UNK	1195
JAAMOC010000271.1	CHR_UNK	1196
JAAMOC010000272.1	CHR_UNK	1197
JAAMOC010000273.1	CHR_UNK	1198
JAAMOC010000274.1	CHR_UNK	1199
JAAMOC010000275.1	CHR_UNK	1200
JAAMOC010000276.1	CHR_UNK	1201
JAAMOC010000277.1	CHR_UNK	1202
JAAMOC010000278.1	CHR_UNK	1203
JAAMOC010000279.1	CHR_UNK	1204
JAAMOC010000280.1	CHR_UNK	1205
JAAMOC010000281.1	CHR_UNK	1206
JAAMOC010000282.1	CHR_UNK	1207
JAAMOC010000283.1	CHR_UNK	1208
JAAMOC010000284.1	CHR_UNK	1209
JAAMOC010000285.1	CHR_UNK	1210
JAAMOC010000286.1	CHR_UNK	1211
JAAMOC010000287.1	CHR_UNK	1212
JAAMOC010000288.1	CHR_UNK	1213
JAAMOC010000289.1	CHR_UNK	1214
JAAMOC010000290.1	CHR_UNK	1215
JAAMOC010000291.1	CHR_UNK	1216
JAAMOC010000292.1	CHR_UNK	1217
JAAMOC010000293.1	CHR_UNK	1218
JAAMOC010000294.1	CHR_UNK	1219
JAAMOC010000295.1	CHR_UNK	1220
JAAMOC010000296.1	CHR_UNK	1221
JAAMOC010000297.1	CHR_UNK	1222
JAAMOC010000298.1	CHR_UNK	1223
JAAMOC010000299.1	CHR_UNK	1224
JAAMOC010000300.1	CHR_UNK	1225
JAAMOC010000301.1	CHR_UNK	1226
JAAMOC010000302.1	CHR_UNK	1227
JAAMOC010000303.1	CHR_UNK	1228
JAAMOC010000304.1	CHR_UNK	1229
JAAMOC010000305.1	CHR_UNK	1230
JAAMOC010000306.1	CHR_UNK	1231
JAAMOC010000307.1	CHR_UNK	1232
JAAMOC010000308.1	CHR_UNK	1233
JAAMOC010000309.1	CHR_UNK	1234
JAAMOC010000310.1	CHR_UNK	1235
JAAMOC010000311.1	CHR_UNK	1236
JAAMOC010000312.1	CHR_UNK	1237
JAAMOC010000313.1	CHR_UNK	1238
JAAMOC010000314.1	CHR_UNK	1239
JAAMOC010000315.1	CHR_UNK	1240
JAAMOC010000316.1	CHR_UNK	1241
JAAMOC010000317.1	CHR_UNK	1242
JAAMOC010000318.1	CHR_UNK	1243
JAAMOC010000319.1	CHR_UNK	1244
JAAMOC010000320.1	CHR_UNK	1245
JAAMOC010000321.1	CHR_UNK	1246
JAAMOC010000322.1	CHR_UNK	1247
JAAMOC010000323.1	CHR_UNK	1248
JAAMOC010000324.1	CHR_UNK	1249
JAAMOC010000325.1	CHR_UNK	1250
JAAMOC010000326.1	CHR_UNK	1251
JAAMOC010000327.1	CHR_UNK	1252
JAAMOC010000328.1	CHR_UNK	1253
JAAMOC010000329.1	CHR_UNK	1254
JAAMOC010000330.1	CHR_UNK	1255
JAAMOC010000331.1	CHR_UNK	1256
JAAMOC010000332.1	CHR_UNK	1257
JAAMOC010000333.1	CHR_UNK	1258
JAAMOC010000334.1	CHR_UNK	1259
JAAMOC010000335.1	CHR_UNK	1260
JAAMOC010000336.1	CHR_UNK	1261
JAAMOC010000337.1	CHR_UNK	1262
JAAMOC010000338.1	CHR_UNK	1263
JAAMOC010000339.1	CHR_UNK	1264
JAAMOC010000340.1	CHR_UNK	1265
JAAMOC010000341.1	CHR_UNK	1266
JAAMOC010000342.1	CHR_UNK	1267
JAAMOC010000343.1	CHR_UNK	1268
JAAMOC010000344.1	CHR_UNK	1269
JAAMOC010000345.1	CHR_UNK	1270
JAAMOC010000346.1	CHR_UNK	1271
JAAMOC010000347.1	CHR_UNK	1272
JAAMOC010000348.1	CHR_UNK	1273
JAAMOC010000349.1	CHR_UNK	1274
JAAMOC010000350.1	CHR_UNK	1275
JAAMOC010000351.1	CHR_UNK	1276
JAAMOC010000352.1	CHR_UNK	1277
JAAMOC010000353.1	CHR_UNK	1278
JAAMOC010000354.1	CHR_UNK	1279
JAAMOC010000355.1	CHR_UNK	1280
JAAMOC010000356.1	CHR_UNK	1281
JAAMOC010000357.1	CHR_UNK	1282
JAAMOC010000358.1	CHR_UNK	1283
JAAMOC010000359.1	CHR_UNK	1284
JAAMOC010000360.1	CHR_UNK	1285
JAAMOC010000361.1	CHR_UNK	1286
JAAMOC010000362.1	CHR_UNK	1287
JAAMOC010000363.1	CHR_UNK	1288
JAAMOC010000364.1	CHR_UNK	1289
JAAMOC010000365.1	CHR_UNK	1290
JAAMOC010000366.1	CHR_UNK	1291
JAAMOC010000367.1	CHR_UNK	1292
JAAMOC010000368.1	CHR_UNK	1293
JAAMOC010000369.1	CHR_UNK	1294
JAAMOC010000370.1	CHR_UNK	1295
JAAMOC010000371.1	CHR_UNK	1296
JAAMOC010000372.1	CHR_UNK	1297
JAAMOC010000373.1	CHR_UNK	1298
JAAMOC010000374.1	CHR_UNK	1299
JAAMOC010000375.1	CHR_UNK	1300
JAAMOC010000376.1	CHR_UNK	1301
JAAMOC010000377.1	CHR_UNK	1302
JAAMOC010000378.1	CHR_UNK	1303
